nmId,productValuation,color,text,answer
0,1,,"Как и у многих пришла просрочка. Еще плюсом вытекла масляная жидкость из банки :( На вкус не стали пробовать. Лучше подумайте перед тем, как брать такое. Но задумка интересная.","Благоарим за выбор нашей продукции.
Согласно существующих требований WB к поставщику/производителю очень высокие, которые мы регулярно выполняем, однако сервис WB оставляет желать лучшего."
0,1,,"Как и у многих,ничего не взошло.Жаль. НЕ рекомендую к покупке.","Добрый день! Мы стараемся сделать все возможное для всхожести растений: дополняем набор обогащённым грунтом, кладем хорошие семена, но очень многое зависит от условий выращивания и полива, так как это живое растение. Надеемся, что Вы не расстроились, и попробуете вырастить растение ещё раз."
0,1,,"Как масло, не вкусно",
0,1,,"Как можно было прислать это недоразумение , которого и так в магазинах тьма . Заказала пасту пришёл торт 🤦‍♀️ все чаще и чаще стала всякая Хрень приходить ","Добрый день. Нам очень жаль, что происходят ошибки при комплектовании заказов. Однако Вы снижаете звезду производителю, а не Вайлдберриз или сотрудникам склада. Нам очень жаль, что это происходит и Вы не смогли получить и оценить наш продукт"
0,1,,"Как не пытался заварить в кофе машине всё равно дерьмо получается. Слабый запах айриш-крим присутствует, но сам кофе это тёмная водичка, дерьмо пить такое нельзя - это не кофе. Обжарка вроде не старая 20.11.2020. Попробую ещё размолоть и приготовить в турке. Вообщем однозначно не стоит брать этот кофе потому как в очень плохой кофе ещё добавили вкусовой наполнитель. Плотность кофе - отсутствует, вкус - дерьмо, запах - айриш крим - слабый присутствует.","Добрый день!
Нам жаль, что покупка Вас расстроила.
Вкусовые ощущения субъективны и могут отличаться у разных людей.
Благодарим за Ваш отзыв, он будет полезен другим покупателям."
0,1,,"Как пластилин. Очень надеялась и ждала этот тон. Думала, что дома база отогреется и станет мягкая, но, как я не пыталась, даже капля с неё не свисает. Хотя, может мне такая попалась.","Добрый день.  Благодарим Вас за отзыв. Наша база имеет среднюю консистенцию. Мастера привыкли работать с разными базами, поэтому каждый воспринимает консистенцию нашей базы по-разному. Нам жаль, что Вам база не совсем подошла. Будем рады видеть Вас снова!"
0,1,,Как собирается заказ?Вместо сахаразаменителя прислали чай!,"Здравствуйте! Приносим извинения за предоставленные неудобства. К сожалению, в разделе отзывы личные заказы не отображаются, и мы не можем уточнить детали Вашего заказа и доставки. Благодарим, что сообщили нам об этом. Перед каждой отправкой товара на склад, мы контролируем сроки годности и тщательно проверяем комплектацию и целостность упаковки товара. Мы понимаем, что Вы были огорчены, получив продукт не верной комплектации и рекомендуем Вам проверять  товар в пункте выдачи заказов. Просим Вас сообщить о ситуации в разделе Обращения в Личном кабинете. Мы и служба логистики Wildberries стремимся к тому, чтобы заказы были доставлены в целостности и в кратчайшие сроки. Благодарим за понимание!"
0,1,,"Как так могло получиться,что я товар так и не забрала,а в личном кабинете я его,якобы,получила?
Очень огорчена,я ждала эту маску.","Добрый вечер.  Нам очень жаль, что так получилось. Рекомендуем Вам обратиться в службу поддержки Wildberries для решения данной проблемы. "
0,1,,"Как то обидно. В теплый период заказывала молоко, было все отлично. Прежде чем разлить по маленьким емкостям, я молоко перемешивала в пакете и оно доводилось до консистенции однородного напитка. В холодильники конечно загустевало, но оно было однородное густое. Вчера получила 4 пачки. Сроки те же, что и летом, еще не просрочка, но перемешивая молоко, понимаю, что то не то. В итоге разлила как обычно по маленьким емкостям и в холодильник. Молоко расслоилось. Просто в прошлый раз так не было и мне есть с чем сравнить. Не могу пока найти этому объяснение. Пока открыла одну пачку, посмотрим, что будет в остальных.","Добрый день. Напишите нам пожалуйста на электронную почту order@unicatrade.ru, мы поможем решить эту проблему. Спасибо."
0,1,,"Какой персик? Какая груша и ваниль? Обсиканный кошачий лоток, который не мыли месяца два. Мускус. Животный мускус от которого глаза слезятся, как от нашатыря и сопли текут. А ведь был у меня два года назад махонький отливантик Кирке, который лежал в шкатулке, и не смотря на это завонял всю комнату. Наносила буквально два намаза кончиком палочки на крышке, а вонища стояла такая, что у сотрудницы на работе аж нос ""пробило"" и насморк прошёл. Все сказали, что духи капец какие вонючие. А тут пшики...Ну пшикнула, как получила и пошла  в Магнит, люди в масках обходили меня стороной, это ж какая вонь стояла**... Ума не приложу зачем купила эту вонючку ещё раз? Тем более тот отливант выбросила, вызывал рвотный рефлекс, а шкатулка до сих пор кошачей мочой воняет. Не понимаю хвалебных отзывов. ""В люди"" с таким ""амбрэ"" нельзя, объявят газовую атаку.",
0,1,,"Какой там мел и ментол в составе, откуда! Откуда в... алмазам взяться.. Испортилось все - даже зубной порошок невозможно найти нормальный. Обычный! Если бы там были мел и ментол! Это просто какие-то отходы какого-то полиэтиленового завода.. Не встречала ещё такого отвратительного химического вкуса ни у порошка, ни у зубной пасты, нигде вообще. ",
0,1,,"Картинка безбожно врет. Фисташек там кот наплакал. Пропорции на картинке совершенно не соблюдены. Чистой воды обман покупателя. Я в Турции купил недавно, так там в 10 раз больше фисташек было, при ещё в 10 раз меньше. В общем не советую.",Очень сожалеем что Вам не понравился наш продукт(((
0,1,,Качество не очень,"Добрый день! Спасибо, что выбрали наш товар и рассказали о Вашем впечатлении! Мы ценим мнение каждого.

С любовью и признательностью, 
Ваша ОптимаБизнес
"
0,1,,"Качество никакое.
Волосы выпадают.",
0,1,,"Кисть пришла с неровным загнутым ворсом, в доставке видимо хотели затолкать ее в коробку, отказ.","Добрый день! Благодарим вас за обратную связь! Очень жаль, что кисть пришла в таком состоянии. Обязательно передадим информацию об этом ответственным лицам компании Wildberries! 



"
0,1,,"Клавиатура либо не реагирует либо с запазданием в 3 секунды,брал ребёнку в гоночки играть,с таким затупом не возможно играть. Мышка работает только отлично.","Сожалеем, что Вам пришлось столкнуться с неудобствами во время использования нашего товара. Допускаем, что Вам пришло бракованное изделие. Товар можно вернуть, предварительно оформив заявку в личном кабинете «Проверка товара – Возврат после оплаты по браку». Обращение рассматривается в срок до 5 дней. После подтверждения заявки денежные средства возвращаются на баланс сразу же после фактической передачи товара."
0,1,,"Клавиатура не работает, хотя что можно было ожидать за такие деньги","Сожалеем, что Вам пришлось столкнуться с неудобствами во время использования нашего товара. Допускаем, что Вам пришло бракованное изделие. Товар можно вернуть, предварительно оформив заявку в личном кабинете «Проверка товара – Возврат после оплаты по браку». Обращение рассматривается в срок до 5 дней. После подтверждения заявки денежные средства возвращаются на баланс сразу же после фактической передачи товара."
0,1,,Клавиатуры хватило на 2 недели а мышку на 1 неделю лис никому не советую товар,"Сожалеем, что Вам пришлось столкнуться с неудобствами во время использования нашего товара. Допускаем, что Вам пришло бракованное изделие. Товар можно вернуть, предварительно оформив заявку в личном кабинете «Проверка товара – Возврат после оплаты по браку». Не забудьте приложить к заявлению видео, где видна проблема. Обращение рассматривается в срок до 5 дней. После подтверждения заявки денежные средства возвращаются на баланс сразу же после фактической передачи товара."
0,1,,"Консистенция очень сухая, скраб осыпается  , сильно мелкий абразив",
0,1,,"Консистенция у базы ужасная. Ооочень густая.. Выравнивание сделать можно, но очень долго уходит на это времени. В лампе просыхает плохо. Из плюсов (как писали ниже) только запах и цвет. К покупке не рекомендую. ","Добрый день. Благодарим Вас за обратную связь. Наши базы хорошо ложатся в два слоя. Рекомендуем сушить их в исправной лампе мощностью от 36 ватт от 60 секунд. Нам жаль, что база Вам не понравилась."
0,1,,"Конфеты перепутали, вместо карамели кофейных прислали драже в шоколаде, на рассмотрении возврата уже 3 недели,",приносим свои извинения за доставленные неудобства
0,1,,"Кора пришла в разорванной упаковке. Заявлено на товаре 3 литра, по факту литра два. Отказ.","Добрый день. Нам очень жаль, что Вам пришлось столкнуться с безответственной доставкой со стороны Wildberries. Спасибо что вернули! В свою очередь, мы утилизируем эту упаковку на складе, что бы она не попала в руки другим покупателям. Надеемся, что дальнейшие покупки продукции Green Garden Pro принесут Вам только положительные эмоции!"
0,1,,"Коробка была без слюды,холостых пшиков не было.Штрих код не читается.Я знакома с оригиналом вообще не похож, стойкости нет вообще,про шлейф вообще говорить не стоит.Ни какого винограда не слышу, лимон сочный кислый лимон,затем запах сигарет и на этом всё.Цена 600 руб.это очень дорого для такого качества.Не советую.Не тратьте деньги.",
0,1,,Коробка в клочья...,"Добрый день! К сожалению мы не можем контролировать работу сотрудников склада и службы доставки. Заверяем Вас, что мы поставляем свою продукцию в идеальном состоянии и полной комплектации. За одну звезду очень обидно. Спасибо."
0,1,,Коробка все мятая!,"Очень жаль, что отдел доставки магазина допустил небрежность. Надеемся, в следующий раз доставка будет более аккуратной!"
0,1,,Коробка вся рваная и мятая. Ужас. Как можно доставлять такое?,"Добрый день! К сожалению мы не можем контролировать работу сотрудников склада и службы доставки. Заверяем Вас, что мы поставляем свою продукцию в идеальном состоянии и полной комплектации. За одну звезду очень обидно. Спасибо."
0,1,,Коробка вся рваная,"Добрый день! К сожалению мы не можем контролировать работу сотрудников склада и службы доставки. Заверяем Вас, что мы поставляем свою продукцию в идеальном состоянии и полной комплектации. За одну звезду очень обидно. Спасибо."
0,1,,Коробка порвана все рассыпано но по комплектности норма,"Добрый день!
Со своей стороны мы контролируем целостность ни только товара, но и упаковки. Надеемся, что впредь такого не повториться и Вы поставите оценку выше!
Спасибо!
"
0,1,,"Коробка пришла вскрытая,джем внутри растёкся. 2 банки вскрыты и с плесенью.","Ирина, добрый день! Нам очень жаль, что вы получили заказ в таком виде( Вероятно, в процессе транспортировки целостность упаковки была повреждена, вследствие чего образовалась плесень. Мы очень хотим, чтобы заказы продукции ""Иван-поле"" радовали покупателей, поэтому хотим выслать вам две баночки этого джема бесплатно! Пожалуйста, напишите на нашу почту (вы можете найти ее на сайте нашего интернет-магазина) Будем ждать. Надеемся, что продукт в итоге заслужит вашу высокую оценку! "
0,1,,"Коробка пришла вся драная до невозможности ! Хорошо что мешки все целые , взяла от безысходности .",
0,1,,Коробка пришла мятая и рваная (. А заказывала на подарок.,"Добрый день! Спасибо за Ваш отзыв. Нам действительно очень жаль, что товар приехал к Вам в помятой коробке. Очень надеемся, что все следующие покупки доставят Вам исключительно положительные эмоции."
0,1,,"Коробка разорвана , 1 мешка нет, спасибо хоть один вытащили! Не стала отказываться т.к. Мешки очень нужны и ждать не могу! Просто кошмар!",
0,1,,"Коробка рваная на столько, что её перематывали тремя разными скотчами. Триммер пришёл другой марки, с меньшей мощностью и намного дешевле заявленного. Однозначный возврат.","Здравствуйте!
Сожалеем о произошедшей ситуации, просим Вас продублировать данный отзыв в раздел сайта ""обратная связь"", чтобы Вайлдберриз был в курсе ошибки склада, т.к. в данном блоке Ваш отзыв видит только производитель (поставщик) товара.

Спасибо за Ваш отзыв и обратную связь, с Уважением, команда HUTER."
0,1,,"Коробки мятые, а это были подарки детям в детский сад","Добрый день, нам очень жаль, что произошла такая ситуация. Это действительно ужасно, получить такой товар! К сожалению мы, как производители, не можем повлиять на службу доставки. Со своей стороны мы всегда полностью укомплектовываем наши наборы и аккуратно упаковываем их, гарантируя качество упаковки и содержимого. Спасибо, что проверяете товар в пункте выдачи. Рекомендуем вам попробовать заказать данный товар еще раз."
0,1,,"Коробочка очень маленькая, вкус очень странный, просто крахмал сваренный с сахаром и эфирным маслом розы",
0,1,,"Кости с мизинец, ну ужас","Здравствуйте, Уважаемый покупатель! Эта странная ситуация для нас, мы всегда за честность с покупателями. Спасибо за вашу обратную связь. Мы работаем над тем, чтоб стать лучшими, и Вы нам помогаете в этом. Мы проверим данную партию."
0,1,,"Котики есть не стали. Даже тот, кто обычно хомячит всё подряд. Странно....",
0,1,,"Коты слизывают жидкость и все на этом,очень плохо едят,хотя остальные фирмы практически все пробовали и они ели.мне показалось что корм похож на фирму пробаланс,которую мои коты тоже есть не стали.шотландец и золотая шиншила ","Добрый день! Сожалеем, что наш продукт не понравился Вашим котам. Переход с одного корма на другой часто у кошек проходит сложно. Наш корм состоит только из натуральных компонентов, без каких-либо добавок и усилителей вкуса. Часто именно с этим связана сложность перехода на натуральный корм у кошек. Попробуйте через некоторое время предложить наш продукт еще раз. Здоровья Вашим питомцам! С уважением, команда ООО Торговый Дом ""Нара""."
0,1,,Кофе 2020 года изготовления с истёкшим сроком годности. Возврат на пункте выдачи,"Здравствуйте. Спасибо за Ваш отзыв, ваше мнение очень важно для нас, ведь благодаря вам мы становимся лучше
С уважением, UNITY COFFEE."
0,1,,"Кошмар! Заказывала много всего этой и другой фирмы, на два пакета получилось, спешила не стала проверять.. Прихожу домой а тут шоколадный дессерт без наклейки и не полный! Видно что его кто-то до меня уже поел. Люди, имейте совесть! Зачем вы так поступаете, я свои деньги заплатила чтобы объедки чьи -то есть? Ничего больше не буду заказывать, кошмар просто...",
0,1,,Крем не оригинал! По qr коду проверку не прошел,"Добрый день, 
ну что же вы такое пишете?! 
У вас на скрине указано, что вы даже не перешли на сайт проверки, и что возможная причина - проблема с интернетом. Когда продукт не проходит проверку, там прямо указывается ""товар не оригинальный"". 
Попробуйте еще раз! 
Либо перейдите на официальный сайт elizavecca, найдите раздел проверки по инд. коду и введите его (предварительно сотрите на упаковке защитный слой, под ним будет инд. проверочный код). 
Мы гарантируем оригинальность продукции, т.к. завозим товар напрямую с завода-изготовителя в Южной Корее "
0,1,,"Крем не по составу, не по консистенции, не по запаху НЕ похож на оригинал! Очень разочарована, надеюсь раздражения не будет...","Добрый день,
весь вопрос в том, с каким оригиналом вы сравниваете.
Скорее всего, вы сравниваете с предыдущей версией, которая больше не выпускается.
В данный момент выпускается только новая версия крема, которую вы и заказали.
Из состава были исключены все эфирные масла и отдушки, благодаря чему крем сейчас практически не имеет запаха.
На упаковке также появилось новое обозначение - Essential Oil Free (без эфирных масел), что видно на фото товара.
Пожалуйста, не сомневайтесь - вы приобрели оригинальный и качественный товар в последней актуальной версии.
Желаем вам приятного пользования!"
0,1,,"Крем совсем не понравился. Очень липкий. Наносила на ночь, через пару дней заметила, что глаза припухают и при этом никакого эффекта разглаживания. Очень удивилась, что кому-то он очень понравился.","Здравствуйте, Наталья! Нам очень жаль, что Вы разочарованы покупкой. Для обеспечение заявленного действия крем нужно наносить на очищенную и подготовленную кожу дважды в день на протяжении 28 дней. Как показывает практика, первые положительные изменения будут заметны уже в первую неделю применения в случае регулярного использования. С уважением, команда LIMONI"
0,1,,"Кстати кокосовые чипсы стоят 209р, там вес всего 125гр. Заказала еще раз семена, надеюсь теперь не перепутают",
0,1,,"Купил данный триммер, так как при получении был с двумя детьми проверить нормально не удалось, включил в разетку посмотрел что двигатель работает и все а внутри не крутился вал и только это заметил как стал собирать уже дома. Поехал возращать приняли без проблем как брак и вернули деньги. Только впечатление испорчена и потрачено время нервы за все это. Товаром не доволен!","Здравствуйте!
Сожалеем о произошедшей ситуации, вся техника HUTER проходит три этапа контроля качества, сертифицирована и соответствует всем мировым стандартам качества. Проблема произошедшая у Вас скорее всего возникла из-за того, что при сборке одна часть вала не попала в другую, при установке необходимо внимательно установить части вала так, чтобы одна часть вошла в другую.

Спасибо за Ваш отзыв и обратную связь, с Уважением, команда HUTER."
0,1,,"Купила в 3 гола, реьенок легко снимал при максимальной утяжке именно силиконовую часть с пальца хотя надето в в ближайшую дырку и сидит плотно. Силикон эластичный и она стягивает. В 3,5 гола ситуация не изменилась. Деньги на ветер. Тупо как напоминаока что сасать не надо. Если хочет сама снимает. С тем же успехом варежек одеть можно..","Здравствуйте, дайте ребенку понять, что можно продолжать сосать палец, но в насадке. Именно в этом суть метода."
0,1,,Купила кокосовое молоко .А оно прокисло как слизь .Даже пить не стала выкинула .Деньги на ветер походу не правильно они хранят его .,
0,1,,"Купила крем этой марки впервые, полагаясь на положительные отзывы. Очень разочарована, крем абсолютно никакого действия не оказывает, даже элементарного увлажнения, пользовалась им больше 2 недель, в итоге купила проверенный.","Здравствуйте, Ольга! Нам очень жаль, что Вы разочарованы покупкой. Для обеспечение заявленного действия крем нужно наносить на очищенную и подготовленную кожу дважды в день на протяжении 28 дней. Как показывает практика, первые положительные изменения будут заметны уже в первую неделю применения в случае регулярного использования. С уважением, команда LIMONI"
0,1,,"Купили домофон,у нас система визит,не работает звук, вместо него жуткие помехи.попытались сделать возврат,но экстрасенсы валбериса  дистанционно  сделали  выводы что  брака нет,при том доказательства были предоставлены на  видео.Приобрели с другого аккаунта на вашем же сайте точно такой же домофон и звук заработал.то есть даже экспертиза не нужна, чтобы понять что это брак.не понятна политика данного сайта, приобретаю товар у ВАС, гарантия 2 года - написано у ВАС, а в случае брака меня отправляют к представителям!вопрос не закрыт, буду добиваться возврата товара!дополню,была  проведена беседа с представителем,и выяснено, что с нашей домофонной системой домофон должен работать исправно!",
0,1,,"Купили этот браслет месяц назад. Одеваем только на ночь дома, так как в садике ни кто этим заниматься не будет. Итог, ребенок 3.5 года продолжает сосать палец. Так что наверное для нас браслет оказался бесполезным. Очень жаль, ведь стоит не дешево.","Здравствуйте, если ребенок сосет палец и днём, а насадку не носит, то отвыкания не происходит."
0,1,,Купили эту духовку месяц назад. Делали ремонт и только сейчас смогли подключить ее. Но она НЕ работает!!!!!! Что теперь делать ????,"Добрый день, по вопросам эксплуатации и сервисного обслуживания Вы можете обратиться в представительство бренда по телефону горячей линии 8 800 350 14 01, а так же писать нам в WhatsApp (499) 281-65-87"
0,1,,"Кусок хозяйственного мыла с соответствующим запахом за почти 600 р. Эффект скрабирования, который заявлен в описании, отсутствует от слова совсем. Не поняла Зейтун, если это он, ни разу. К покупке не рекомендую.","Здравствуйте! Сожалеем, что вам не подошел аромат средства. Он обусловлен входящими в состав натуральными компонентами, которые обеспечивают особый уход. Желаем вам только приятных впечатлений от ухода!"
0,1,,"Лак не просыхает, не важно каким слоем нанести! Поработайте над качеством товара, остальные цвета сохнут хорошо!","Добрый день. Благодарим Вас за обратную связь. Мы проверили, этот оттенок лака хорошо сохнет в лампе. Наносить необходимо тонким слоем и сушить в исправной лампе мощностью от 36 ватт не менее 60 секунд каждый слой."
0,1,,"Лак отслаивается через день из-за этой базы... инструкция замороченная, процесс из-за этого долгий и муторный.","Добрый день! Порядок подготовки ногтевой пластины следующий:
1. Обезжириваем ногтевую пластину.
2. Приподнимаем чешуйки ногтевой пластины пилкой 180 или 200 грит или бафом 150 грит.
3. Очищаем ногтевую пластину от опила.
4. Используем праймер.
5. Первый слой наносим тонкий втирающий, второй - выравнивающий.

Если материал не носится, то, вероятно, есть эффект привыкания ногтей к кислотным базам. В таком случае на данную базу переход должен быть постепенным - первое время с подложкой из привычной базы."
0,1,,Лак позиционировался как не вызывающий аллергию. Ну менЯ аллергия на метакрилат. Аллергия на эту базу была,"Добрый день! 
ONIQ - это продукция с формулой 9-free, что снижает вероятность возникновения аллергии. К сожалению, метакрилат это компонент, который содержится во всей гель-лаковой продукции, поэтому в вашем случае рекомендуется перейти на обычный лак, который также есть в ассортименте ONIQ."
0,1,,"Лак просто не сохнет ни при UV ни при LED 🤷‍♀️ не поняла почему, ранее были лаки этой фирмы и нареканий не было","Здравствуйте! Напишите, пожалуйста, дату производства. Она указана на дне флакона. Мы проведём проверку по данному артикулу. Опишите пожалуйста процесс нанесения топа и его просушки. Если возможно, прикрепите, пожалуйста, фото. Снимали ли липкий слой с топа? "
0,1,,Линза со сколами и царапинами! Возврат!,
0,1,,"Липкая , слабо ароматизированная вода",
0,1,,Лупа никакая.,
0,1,,"Лупа пришла в открытой упаковке и стекло всë грязное, не советую.","Добрый день! Уверяем, что весь наш товар отправляется со склада в надлежащем виде. Жаль, что поставили нашему товару низкую оценку, так как описанная Вами проблема связана с транспортировкой, а не с качеством товара.  "
0,1,,"Лупа пришла вся заляпанная и царапанная, но пришлось забрать, тк срочно нужна была. ",
0,1,,"Лупа пришла поврежденная, присутствует скол  с краю.Заметили только дома. Разочарована. Брала ребёнку в школу....",
0,1,,Лупа пришла царапаная. Отказ.,
0,1,,"Люблю сиропы барлайн, но это какая то галимая подделка, в пластмассовой бутылке ","Здравствуйте. Спасибо за Ваш отзыв, это помогает нам улучшить наш сервис. Нам жаль, что Вам не пришелся по вкус этот сироп или топпинг. Компания Barline внимательно следит за технологическим производством и качеством выпускаемых сиропов и топпингов. На портале можно познакомится с новинками и полным ассортиментом продукции Barline. С уважением, производители сиропов Barline.		"
0,1,,"Люблю это молоко и покупала не раз, но в этот раз, взяла по акции за 115р и оно все расслоенное, абсолютно не жидкое и с кислинкой, считаю его пропавшим, тк предыдущее молоко всегда было жидкое, про температуру хранения и все остальное я знаю. Видимо, поэтому акция и была..","Ольга, мы очень хотим разобраться, в чем дело, и решить ситуацию наилучшим образом. Пожалуйста, напишите нам на mp@ufood.market - мы хотим задать несколько дополнительных вопросов."
0,1,,"Магниты плохого качества, кривые, на доске магнитной не держатся. Теремка в наличии нет.",
0,1,,Маленькая  коробочка семена так и не вышли.,"Здравствуйте, это открытка, поэтому коробочка маленькая. Нам очень жаль, что растения не выросли. На рост влияют множество факторов, так как это живое растение. Пожалуйста, не расстраивайтесь. Рекомендуем вам попробовать ещё раз!"
0,1,,Малоко хлопьями,
0,1,,Маска полное г...но. очень жалею что купила,
0,1,,"Маску только принесла домой и обнаружила ,что в баночке нет половины! Где вторая половина содержимого? Про какие 50мл идёт речь? Там от силы 30 мл.... если так всё и должно быть и её реально ни кто не отложил для своих нужд. Кстати упаковка на первый взгляд не вскрывалась, но это только на первый взгляд. Снизу коробочка спокойно открывается и баночку легко достать и положить назад, вобщем то я так и достала её. Ставлю 1 звезду за несоответствие! В любом случае магазин должен нести ответственность за засодержимое того, что продаёт. Саму маску ещё не пробовала. Попробую- отзыв дополню.",Добрый вечер.  Благодарим Вас за обратную связь и выбор нашей продукции. Объем маски соответствует заявленному на упаковке. Ждём ваши впечатления от использования регенерирующей маски! Для максимальной эффективности воздействия рекомендуем использовать совместно с энзимной пудрой для глубокого очищения кожи ( артикул 10989941).
0,1,,"Масло горькое,неожидала...","Приветствуем вас и благодарим за оставленный отзыв. 
Нам очень жаль, что продукт вам не понравился, но уверены, что вам понравятся другие продукты нашего производства. У нас большой выбор нерафинированных масел холодного отжима, цельнозерновой муки, различных круп, каш, семян и приправ.

Будем рады вновь видеть вас в числе наших покупателей и подписчиков!"
0,1,,"Масло жутко горчит, пить невозможно, никогда у меня Расторопши масло так не горчило! Почему? Оно испорченное? Из-за горечи не чувствуется даже вкус Расторопши.... Был приверженцем вашего брэнда :(","Приветствуем вас и благодарим за оставленный отзыв. 
Нам очень жаль, что продукт вам не понравился, но уверены, что вам понравятся другие продукты нашего производства. У нас большой выбор нерафинированных масел холодного отжима, цельнозерновой муки, различных круп, каш, семян и приправ.

Будем рады вновь видеть вас в числе наших покупателей и подписчиков!"
