nmId,productValuation,color,text,answer
0,3,бежевый,"Не соответствует фото.Полупрозрачный пластик. Нет вставки на дно, поэтому вся как на шарнирах - не взяв в руки, молнию не расстегнешь.",
0,4,бордовый,"Действительно тёплый и уютный. Из минусов: сильно лезет начёс, в нем вся мебель и одежда. Красит, белое белье или футболку не одеть. Ношу только дома, т.к размер S на мой русский 46 ну оооччччень большой, особенно штаны, широченные и длиннющие. Мой рост 175, а они и на 185 подойдут. Размера XS не было в наличии, а костюм очень понравился, поэтому взяла... хотя, думаю, и там штаны будут длинноваты. Вывод: идеально подойдёт очень высоким девушкам, ну и большемерит на пару размеров.",
0,5,,"Понравилась, качественно сделана и свою функцию выполняет. ",
0,2,colorless,"Горчит и слишком жидкий , много масла . Взяла первый раз. Но больше не буду .","Спасибо, что поделились своим впечатлением о продукте"
0,5,черный,"Колечки понравились, ношу по две, три штуки, меняю цвета, очень красиво смотрится сочетаются с серебром и золотом ","Здравствуйте, спасибо Вам за отзыв и высокую оценку! С уважением, Sapho."
0,3,"коричневый, белый",Конечно можно было бы сделать запах на наволочках побольше. 10 см конечно маловато. Материал тоненький но для такой цены нормальный комплект.,"Добрый день, уважаемый Покупатель! При пошиве продукции мы используем хлопковую ткань, полотняного переплетения - бязь. Бязь может быть разной плотности, от 105 до 140 гр/м2. В данном случае Вами был выбран вариант с плотностью 120 г/м2. Ткань приобретает дополнительную  мягкость после деликатной стирки, желательно с использованием кондиционера. Также рекомендуем щадящий отжим. При соблюдении этих простых рекомендаций изделие будет служить Вам продолжительное время. Хорошего настроения, ждем новых покупок!"
0,1,colorless,"Паста не понравилась. Вроде плотная, а без разогрева плывет на руках и делает залипы через 5-10 мин работы. Слишком большой расход получается, пол банки ушло на 2 не полные голени. Не хватило нервов дальше мучаться с ней, бритвой доработала.  Волосы плохо собирает. хорошо хоть маленький объем для пробы взяла. Не рекомендую(","Добрый день! Спасибо за отзыв и выбор нашей продукции.
Нам очень жаль, что Вы не оценили эффективность сахарной пасты GLORIA.
Паста ""для депиляции GLORIA подходит для удаления всех типов волос, но следует помнить, что предназначена она для смешивания между собой с целью достижения требуемой консистенции с учётом условий окружающей среды, температуры рук и тела. Для лучшего результата рекомендуем соблюдать протокол процедуры, используя только косметические средства для депиляции: обезжирить кожу с помощью лосьона, для улучшения сцепления с волосом нанести тальк, провести процедуру депиляции, снять остатки сахарной пасты, завершить процедуру кремом.
Также, для лучшего результата важна правильная техника. В инстаграм-аккаунте нашего бренда gloria_professional мы регулярно проводим прямые эфиры, где мастера по депиляции делятся опытом и рассказывают о всех тонкостях шугаринга."
0,5,красный,Санки огонь. В морозы пластик гибкий. В процессе катания посмотрим,"Добрый день! Спасибо за отзыв. Будем Вас радовать и дальше.  Вы можете выбрать много других интересных игрушек нашего бренда, просто наберите в поиске greenplast"
0,5,золотистый,"Очаровательный браслетик. Взяла в двух размерах 17, 18. Поменьше для дочери, второй себе. Красивое плетение, у меня такой же серебряный светлый, ношу не снимая, красиво играет и эти прелестные, за 750 рублей даже если облезут - не жалко, хотя вещи этого производителя нареканий пока не вызывали.",
0,3,,"Консистенция и запах хорошие, но кот есть почему-то плохо. Другие консервы той же марки- без проблем. Возможно это особенность только моего кота. ",
0,4,белый,"Тапочки очень понравились, но к сожалению дочке оказались малы, хотя носим 36 размер. Пришлось отказаться и перезаказать на размер больше.","Здравствуйте, Ольга! Вообще тапочки идут размер в размер. Надеемся, что другие подойдут Вашей дочке :)"
0,2,,"Высыпав дренаж и грунт поняла, что семян нету в наборе...Второй заказ и снова неудача, в первом была сломана крышка-поддон.. ","Здравствуйте. Нам очень жаль, что так получилось... Пожалуйста, напишите производителю - он восполнит вам недостаток семян. К сожалению, мы не контролируем качество доставки ."
0,5,малиновый,"На рост 90 Мы заказали 98.104. Остановились на размере 104. Размер 98 Как раз,но решили взять с запасом. На фото видно ,что не много большие,но благодаря сапогам держаться . За то на несколько сезонов хватит.",Благодарим за фото и отзыв!
0,5,хаки,"Отличная сумка. Высота 32см, ширина 43, глубина 12",
0,2,красный,"Деньги выброшенные на «юппи», эффекта не заметила никакого, просто как лимонад только без газов и дорогой. Если хотите сладкую водичку за 4 сотки то заказывайте",
0,3,синий,"Джинсы - большемерки. Заказала 29 и 30 на размер 48. 29 оказался большим. 30 - ый мерить даже не стала. В реальности цвет более грязнее, что ли. Качество строчек хорошее. Отказ.",
0,2,,"Товар плохо запакован, вытек","Здравствуйте, Валерия! Спасибо Вам за обратную связь. Мы сожалеем, что Вы получили заказ в таком состоянии. По вопросам транспортировки и упаковки продукции необходимо обратиться в службу поддержки клиентов Wildberries. Надеемся, что не смотря на сложившуюся ситуацию, Вы останетесь нашим постоянным покупателем!"
0,2,черный,"Сумка стеклянная, ремешок стоячий . Ужасное качество",
0,1,золотистый,"Удобные и красивые, но, есть претензии к производителю по поводу качества кожи. В местах, где выступают пальцы кожа со временем как- бы засаливается. Выглядит очень неаккуратно. ","Здравствуйте! Благодарим вас за отзыв. Сожалеем, что пришлось столкнуться с данной ситуацией и заказ не оправдал ваших ожиданий.Приносим вам свои извинения за доставленные неудобства!С уважением, компания TERVOLINA"
0,5,белый,Все на месте,"Привет! Благодарим за выбор нашего товара - ластик  BRAUBERG. Спасибо, что нашли время для отзыва!  Уверены, вы по достоинству оцените и другие наши позиции. Например, рекомендуем - арт. WB 13370492 блок для записей. С вниманием и заботой о Вас, команда BRAUBERG"
0,4,белый,Немножко маломерит и горловина немного торчит ха что снизила оценку. А так качество материала и принта хорошее ,
0,2,,"Не соответствует заяаленному
Не более 1.5 раз
У меня уже есть такие",
0,4,черный,За 2к самое то,
0,1,серый,Прислали на взрослого!,
0,3,"черный, чернильный","Хороший. Но что бы получить чёрный плотный наносить надо 3,4 раза","Добрый день.
При нанесении советуем держать кисть параллельно ногтевой пластине и не давить на нее. Так гель-лак можно равномерно нанести в 1-2 тонких слоя."
0,3,colorless,Как поиграться снег неплохой для слайма не очень подходит,"
Спасибо, что выбираете нашу продукцию. Нам действительно очень приятно! Снег действительно не планировался, как ингредиент для слаймов.
"
0,1,белый,"Сетка хорошая, липкой ленты внутри нет. Придется придумывать что то другое","Добрый день! Спасибо за отзыв. Нам очень жаль, что Вам привезли ранее сданный в ПВЗ товар с браком, но без указания причин отказа. Вам приносим свои извинения, а других наших покупателей настоятельно просим – возвращать в таких случаях товар, как брак, чтобы его утилизировали и не омрачали ожидания других. Сетки идут в наборе с креплением! "
0,4,серый,"Тонкая футболка.
Цене соответствует. 
В целом хорошая.","Резеда, добрый день. Спасибо за отзыв и высокую оценку Футболка для беременных и кормления Дэни I love mum. Нам очень приятно, что Вы остались довольны покупкой. Хорошего дня. С любовью, I love mum."
0,3,оранжевый,Лобзик для  пилки дров хотя и снаваротами  типа подсветки о лазера. Стоит своих денег.,
0,5,"зеленый, голубой",Лягушатки очень хорошенькие. Взяла ребенку по совету логопеда. Будем заниматься. Огромное спасибо производителю и WB!,"Добрый день! Спасибо за выбор и доверие к ТМ Томик.  Нам очень приятно)) Играйте и развивайтесь с удовольствием ))  С любовью, Томик "
0,1,черный,Не работает!!! Взяла проверила дома позже положенных дней!Блин. Капает одна капля клея 1 раз в час... Серьезно!!!,
0,3,черный,"На стельку 20,5 взяла 35 размер чешек они огромные, в отзывах пишут что маломерят на 2 размера, не буду больше отзывы читать","Здравствуйте! Спасибо за отзыв. Надеемся, Вы перезакажете чешки на нужный размер и останетесь довольны покупкой. Мы Вам всегда рады, Ваша ""BEST.A""!"
0,1,белый,"ужасс, пришла одна сетка без магнита","Добрый день. Спасибо за покупку. Сожалеем, что ленты не было. Наша компания поставляет продукцию на склад Wildberries в полной комплектации и в товарном виде. После отгрузки с нашего склада мы уже не можем отслеживать движение товара и его состояние. Пожалуйста, проверяйте комплектацию при получении. "
0,2,colorless,Пришёл со сроком до ноября 2022 года !!! Очень печально (((,
0,4,красный,"Комплект хороший, но к сожалению не до смотрела вовремя наволочки размер 50 на 70,мне не подходят",
0,4,colorless,"Раньше брали был отличный чай, последняя упаковка пришла не очень, чай после заварки не раскрывается и почти не заваривается!!! Поэтому вкуса особо нет",
0,4,"темно-синий, белый, черный","Сняла одну звезду, наши куома 28р., эти   сапожки 30р..они практически одинаковые! Ребёнок сказал впритык, на толстый носочек померить не удалось, перезакажем на больший размер. Маломерят. А так сапожки лёгкие, аккуратные и меха много)",
0,2,черный,"Ужас.не посмотрела состав материала, ждала резиновый..а пришло кошмар.материал мягкий, пористый что-то вроде тонкого пенопласта.и изогнутый весь..в шкаф возможно пойдет, хотя зачем не понятно.а для обуви в прихожую, мне кажется порвется или поломается..посмотрим",Добрый день. Спасибо за отзыв. Приносим извинения за доставку товара в таком виде. Ваш отзыв передан в службу доставки товара и в отдел качества на производство. 
0,1,антрацитовый,"Брак. Жаровня овальной формы... И крышка соответственно не подходит. БУДЬТЕ ЛЮБЕЗНЫ, ПРОВЕРЬТЕ И НЕ ВЫСЧИТЫВАЙТЕ %",
0,5,"бирюзовый, светло-бежевый","Шторы мне понравились, украсили комнату. Даже родителям заказали такие! ",
10002382,3,"зеленый, черный, белый","Ткань так себе, шершавая и тонкая, быстро ставятся зацепки. Думала, будет более прочная.",
0,1,colorless,Пришло открытым! Я ужасно расстроена,
0,2,,По вкусу ужасный. Пить можно только если смешать со смузи. ,
0,1,хаки,Комбинезон пришел с браком.  Прошу не учитывать в проценте выкупа.,
0,2,"серый, серый меланж","Маломерит, брала 50 на вырост..ногу 46..48, но сейчас уже впритык. Для кормления не особо удобно, вырез маленький, грудь сложно доставать. Буду возвращать","Марина, здравствуйте! Спасибо, что нашли время оставить отзыв на нашу футболку. Ваши чувства вполне понятны. И нам очень жаль, что выбранный размер не сел на вас идеально. Мы проведем дополнительные замеры и при необходимости внесем корректировки в размерную сетку. С заботой о вас, ILOVEMUM."
10002637,3,"желтый, зеленый, красный","За упаковку снизила звёзды, могли бы хотя в пакет упаковать ( всё таки предназначено для детского питания, никакой защиты от попадания грязи","Добрый день. Все изделия Twistshake поставляются на ВБ новые, в фирменных пластиковых упаковках, дополнительные пакеты не предусмотрены. Это никак не влияет на качество изделий, т.к. при первом использовании посуду в любом случае нужно помыть, рекомендации по уходу есть на упаковке. Очень жаль, что вы из-за этого снизили оценку товару. Надеемся, что вам будет удобно пользоваться пакетами. "
0,4,черный,"Когда делала заказ 38р-ра в черном цвете не было, заказала 37р-р (в надежде, что большемерят) и 38р-р в бледно-розовом( в реале цвет кремовый).По размеру подошли кремовые(стопа 25 см), но не впечатлили внешне, черные эффектней.И,  как писали в предыдущих комментариях, на заднике между резинкой и кожаным ремешком образуется петелька, резинка со временем растянется и петелька исчезнет, но тогда не будет плотно фиксироваться пятка. Вцелом босоножки комфортные, каблук не чувствуется, на среднюю полноту стопы. Отказ в пользу других.",
0,2,"голубой,серебристый","Сережки красивые.Камень необыкновенный, красивый.Но единственное но.... За такие деньги,часть застежки осталась в  руке. и при том,что вроде бы это Франция.......Очень ждала, под голубую блузку, но не повезло.Хотела заказать снова, но могут привезти те же самые.Нет никакой  гарантии.","Здравствуйте. Приносим Вам извинения за доставленные неудобства. После поступления возврата, товар будет проверен. В случае подтверждения позиция не будет учитываться в расчете процента выкупа."
0,1,красный,"Резинка просто ужас, вся собирается, заниматься просто невозможно",Используйте петлю в соответствии с рекомендациями в брошюре на верх тела. Она не предназначена для упражнений на ножки.
0,4,,Написано с липким слоем! Липкого слоя нет! Девочки у кого аллергия не берите. Фото прекрепила что с кожей пальцев после использования данного продукта,"Добрый день! Благодарим вас за положительный отзыв, рады что вы выбрали топ для ногтей с липким слоем LIANAIL.
Рекомендуем попробовать такие продукты как : база для гель лака LIANAIL и  обезжириватель для ногтей LIANAIL.
Приятных покупок! Надеемся увидеть вас снова."
0,4,темно-коричневый,"Комплект по качеству ткани хороший, цвет не такой яркий- как на фото, не взяла по причине не прокраса ткани- местами белые пятнышки. Отказ",
0,3,"голубой, белый","Внешне симпатичные, но защита от мозолей слабая, какой-то тонкий паралончик, где подушечки пальцев она в реальности ниже и пальцы короткие очень. Отказ в пользу других с гелевой амортизацией.",
0,1,черный,"1 Дизайн вау 2 Размеры соответствуют 3 Коробка не мятая, но не оригинал у меня на рынки таки можно взять за 1500р и не так будет клей торчать как из этих. Но я оставил как напоминание что валберис врет  так как сказочно что это оригинал, но нет ",
0,5,"темно-синий, розовый",У меня грудь 46 низ 44. Село идеально 44 размера на ог96,
10000714,1,"темно-серый, светло-серый","Пришло только шары! И не и доказать это не могу т. к. Получала в поставите, в Пятерочки, всё было запаковано, а шапки и варежек не было. Деньги просто пропали!","Добрый день. Сожалеем о данной ситуации и приносим свои извинения. Хотим обратить Ваше внимание, что при получении неверного вложения у Вас есть  возможность в течении 24 часов оформить заявку на ""Проверку товара"". Сделать это Вы можете перейти в раздел: ""Профиль"" -> ""Обратная связь"" ->""Проверка товара"" ->""Возврат после оплаты по браку"". Ваше своевременное обращение позволит разобраться в случившемся  и принять необходимые меры. Также одобрение данной заявки позволит не учитывать эту позицию в расчете процента Вашего выкупа. Когда Вы оставляете отзыв, его не видят сотрудники Wildberries, и данная продукция может отправиться к другому покупателю. Благодарим за понимание. Как производители мы возмущены не меньше вашего, ведь отправляем на склады ВБ все в полной комплектации. Также обращаем Ваше внимание, что обращения о работе магазина могут быть рассмотрены только через мессенджеры. Напишите нам на почту info@jaggamoda.ru мы постараемся помочь.
С уважением, команда JAGGA!"
0,4,синий,"Удобные, ноге комфортно.  Материал мягкий (нубук). Посмотрим, как проявят себя в носке. Размер в размер.",
0,4,,"Не первый раз беру этот бренд ,разные вкусы пробую.В этот раз пришла очередь «Пряника».Консистенция как и у всех сиропов Richeza - ближе к жидкой, не особо сладкий и это плюс.Мне достаточно чайной ложки на чашку кофе 180мл. Состав...так уж.Вкус мне не совсем понравился.Для меня не «с нотками корицы и гвоздики»,а прям гвоздично-коричное поле,бальзам «Золотая звезда»😆 Интересный,конечно,но на любителя, мне очень резко.Видимо,моя судьба-кокос и карамель)))))","Здравствуйте. Спасибо за Ваш выбор и теплые слова о нашем продукте. Наша команда внимательно следит за технологическим процессом производства и качеством выпускаемой продукции. Мы рады предоставить Вам качественный и вкусный сироп. Будем рады видеть Вас постоянным клиентом нашей компании. 
С уважением, производитель сиропов RICHEZA."
0,3,серебристый,"калоши, бантик не симметричный. легкие, идут в размер, если у вас 40р, берите 40, на свой 40р взяла 41р, утонула",
0,4,белый,"Кардиган хороший, но на мою большую грудь и узкую талию не сел - все морщится.","День добрый)) Спасибо, что Вы оценили эту модель по достоинству, нам очень приятно! Жаль, что она не подошла Вам, но наверняка Вы найдёте что-то, что 100% Вам понравится, среди других наших товаров) С любовью, команда Lussotico!
"
10002254,5,,Хороший запах,Здравствуйте! Благодарим за высокую оценку нашего товара. Будем рады видеть Вас снова в нашем магазине!
0,2,colorless,В воде не пахнет совсем ,
0,2,серебристый,Не стоит и 20 рублей,"Добрый день! Спасибо, что выбрали наш товар и рассказали о Вашем впечатлении! Мы ценим мнение каждого.
Данный брелок является неплохим вариантом бюджетного подарка и его качество полностью соответствует ценовой политике. Брелоки этой коллекции изготовлены из медицинской стали, которая известна такими свойствами, как твердость, износостойкость и гипоаллергенность. Вскоре в нашем ассортименте появится более качественный аналог именных брелоков из латуни.

С любовью и признательностью, 
Ваша ОптимаБизнес
"
0,1,темно-красный,"Джемпер пришёл темно-синего цвета, ну совсем не девчачий. Прошу не снимать процент",
0,3,"фиолетовый, серебристый","Не понравилась сумочка, думаю, что она меньше заявленных размеров, цвет какой-то дикий с напылением, на металлической пластине с лицевой стороны сумки нет никаких надписей, только царапины, зачем она вообще нужна, я не поняла, пожалела, что заказала, в принципе, это все видно на фото..",
0,3,розовый,"Цвет не соответствует заявленному. Какой-то пыльный розовый, бежевый. Заказывала специально этот цвет, нужны были для танцевального костюма. Полное разочарование. Сами лосины тонкие. Может производитель выйдет на связь и предложит лосины в розовом цвете, очень нужны! У нас группа! Размер 128-134",
10002629,4,розовый,"Очень долго выбирала поильник и остановилась на этом . Из плюсов он легкий и объём большой . Из минусов он подтекает и в закрытом виде и в открытом виде , это большой минус , крышку мыть тяжело так как есть уколки и зазоры в которых скапливаются остатки напитков и этот осадок  выковырять потом невозможно . Трубка прямая и за счёт этого лёжа пить не получается 😟, если же трубку вытащить это возможно ,но за счёт длинного носика внутри бутылки в который вставляется трубка ,выпить до конца все равно не выйдет , всегда остаётся треть или четверть напитка которые приходиться выливать. ","Добрый день. Спасибо, что поделились впечатлениями. Проверьте, что установили носик правильно и плотно, когда клапан установлен верно, выливаться ничего не будет. Несколько капель может быть, т.к. они остаются внутри самой трубочки после питья, это допустимо. Поильник полностью разбирается, конечно же, его необходимо тщательно мыть и тщательно сушить все части. Он подходит для мытья в посудомойке, а также для стерилизации. "
0,5,"графит, темно-серый","Дождевик хороший, плотный, кнопки плотные. Спасибо.","Добрый день! Благодарим за покупку и отзыв. Добавьте бренд Марвелин в любимые, чтобы узнавать о новых поступлениях. Ждём вас за новыми покупками. С уважением, команда бренда Марвелин."
0,4,хаки,Платье неплохое но не мое. ,
0,1,черный,"Самое плохая покупка. На пункт выдачи ходил муж вместо меня, ничего сам не проверял, забрал пакет и все. Упаковка была вскрыта, на  массажке волосы и обратная сторона вся потёртая, ощущение что этой вещью пользовались и не раз. Отвратительно! ",
0,1,черный,После девяти дней использования разошлись по шву!,
0,3,бежевый,"Комплект красивый,  но не плотный. Отказ. Как показала практика, за ту же цену можно найти белье лучшего качества))",
0,1,"темно-синий, серый","И нам пришел другой размер! Главное, на упаковке маркировка одна - в пакете вложен костюм на размер меньше. Пришлось возвращать.","Здравствуйте. Приносим Вам извинения за возможное неверное вложение товара в заказе.  Позиция будет исключена из Вашего процента выкупа, в случае подтверждения несоответствия."
0,1,"красный, розовый, серый","простыня по размеру намного меньше, но уже постирала, поэтому возврат не могу сделать(",
0,3,бледно-розовый,"Лак не понравился. Кисточка тоненькая, без полос трудно нанести. Чтобы накрасить ровно, пользовалась кисточкой от другого флакона. Качество не соответствует цене. Никогда больше не закажу.",
0,1,белый,Мне не повезло. Из 4 заказанных  ни одного целого. Внутренние были треснутые и отломаные по верхнему краю.,
0,3,черный,Качество на 1000 максимум. Клей сильно виден. Жесткие. Размер в размер. Думаю расклеятся быстро,
0,2,,В описании состав не такой как на самой баночке...,
0,4,рыжий,"Цвет совпадает с описанием и качество не плохое, но вот запах оставляет желать лучшего, отдаёт запахом вазелина, для помады я считаю не очень хороший.",
0,2,colorless,Пасту беру не в первый раз. В этот раз абсолютно не понравилась. Жидкая. Кокос не чувствуется совсем.,
0,5,черный,На ноге хорошо смотрятся.,
0,1,красный,Привезли с браком,
0,4,"черный, синий","Отличные лоссины. Во время тренировки движение не сковывают, цвет немного отличается, ожидала, что будут светлее, но и этот тоже очень красивый. Порадовала резинка, очень плотная, то что нужно! Но при наклонах немного загибается-это не критично! Материал хороший, качественный, швы ровные. В общем, лоссины бона файд как всегда на высоте!","Добрый день! Спасибо за Ваш отзыв, очень рады, что лосинки Вам подошли, отличных тренировок."
0,2,"светло-коричневый, коричневый",Почему на фото совме другой кофр!!! У него другой вид совершенно! И он прозрачный! А на фото нет! У меня несколько из этой серии заказала чтобы были в одном стиле! В итоге он вообще не вписался!,
0,2,,Брала два раза и оба раза все молоко расслоенное. ,"Добрый день. Если Вы внимательно прочитаете описание продукта, то увидите, что там написано о свойстве этого натурального кокосового молока расслаиваться в холодное время года, так как в нем нет эмульгаторов и прочих синтетических добавок. Для того, чтобы стабилизировать молоко и сделать его однородно жидким, подержите упаковку под горячей водой и интенсивно взболтайте. Спасибо за обратную связь"
0,3,,"На мешках нет уплотнительной резинки, поэтому отказ",
0,2,бежевый,"Пришел порванный, видимо транспортировка подвела.Просьба отправителей - упаковывать такие вещи в гофрокартон как минимум.
Живу на севере, купить холст негде,.очень ждала.Прошу не учитывать процент выкупа.","Добрый день! Вы правы, подобные повреждения возникают на этапе транспортировки. Жаль, что у Вас не было возможности оценить наш товар по достоинству. Рекомендуем сделать повторный заказ - холст действительно заслуживает больше, чем две звезды :) 
"
0,2,"розовый, зеленый","Люди которые пишут , что эти комбинезоны хорошего качества , наверное просто не знаю что такое хорошее качество !!! Заказала опираясь на отзывы , с нетерпением ждала курьера с моим заказом , но когда открыла пакет , очень огорчилась , ткань неприятная , пластмассовая что ли , своему ребёнку я такую вещи не одену , очень расстроилась  , цена не маленькая , за такую цену можно купить пижамки качества раз в 10 лучше чем эти !!! Конечно отказ !!!",
0,1,белый,"Вся в затяжках, которые не расправляются.На месте не проверила, теперь буду оформлять возврат",
0,2,"синий, ярко-зеленый, желтый","Зеленый и синий нормальные. Желтый совсем другой, с рук еле сняли!!!! Совсем другой консистенции",
0,2,,"Кошки,к сожалению,не стали даже есть","Добрый день! Сожалеем, что наш продукт не понравился Вашим кошкам. Переход с одного корма на другой часто у кошек проходит сложно. Наш корм состоит только из натуральных компонентов, без каких-либо добавок и усилителей вкуса. Часто именно с этим связана сложность перехода на натуральный корм у кошек. Попробуйте через некоторое время предложить наш продукт еще раз. Здоровья Вашим питомцам! С уважением, команда ООО Торговый Дом ""Нара""."
0,5,белый,В реальности ещё красивее,"Здравствуйте!
Благодарим Вас за оставленный отзыв, нам очень приятно, что наш товар оставил хорошее впечатление! Надеемся и в дальнейшем радовать Вас и Ваших малышей! Спасибо, что выбрали наш бренд и конверт на выписку новорожденного малыша! Желаем приятного и комфортного использования!
С уважением, CherryMom. 
"
0,2,,"лупа пришла в своей  коробочке, раскрытая, без дополнительной упаковки. Увеличивает максимум в 2 раза. Рассчитывала на заявленные 6. Между 2 - 6 разница очень большая. Продавцу нужно указывать реальные характеристики товара!!!",
10004020,3,сиреневый,"Упаковка была повреждена,слайм немного вытек.",
0,5,,"Топ понравился, средней консистенции, подходит для втирки.",Здравствуйте! Спасибо за высокую оценку и выбор продукции CosmoLac!
0,3,черный,"Красивые, но дубовые….как из дерева","Здравствуйте. 
Спасибо за отзыв. 
Хотим отметить, что чувство комфорта в носке субъективно, и то, что идеально подошло одному клиенту сразу, может оказаться жестким для другого в первые дни и требует разнашивания. На это влияют и особенности стопы каждого человека, и индивидуальная чувствительность.
Тем не менее, любой материал имеет свойство растягиваться и садиться по ноге в процессе эксплуатации, и в дальнейшем дискомфорт не должен возникнуть. 
Надеемся, что эта пара принесет вам только положительные эмоции. 
С уважением. "
0,3,бирюзовый,Пришёл товар некомплект не хватает одной резиночки. Поэтому отказ. Прошу не учитывать на % выкупа.,
0,1,,"Ужасный запах,хочу связаться с производителями,ну не может оно так пахнуть!Там не манго,а по запаху какое-то дегтярное!Оно просроченное точно!Мне жалко даже 100 рублей за это мыло!","Здравствуйте, Ая! Качество нашей продукции строго контролируется на всех этапах производства. Дата изготовления и срок годности указаны на этикетке. Мыло ""Манго"" имеет высокий спрос у наших покупателей, нареканий на качество нет, как и на его аромат. 
В любом случае, Вы можете вернуть товар в течение 21 дня с момента покупки в соответствии с правилами возврата товаров Wildberries.
Если у Вас есть вопросы, можете связаться с нами по контактам, указанным на этикетке.  "
